formula,disorder
O10000Fe2000Co667Ni667Sr3333,1
O10000Nb2857Te952Ba952,0
Si10000Ca6667Ni3333,1
C10000O10000Co3333Se1111,0
Al10000Nd4500Ho500,1
C10000K167Rb333,1
B10000Fe110000Ru30000Nd20000,1
Cu10000Se110000Yb50000Pb30000,1
Na10000As8000Eu2000Ta2000,1
O10000Na2040V2500Fe986Ba1250,1
Ni10000Ga40000Dy10000,0
Ca10000Ge222222Ba156667,1
S10000Sn1786La4286,1
C10000O9375Ru3125,0
N10000O28571Sr14286Ta14286,1
Ti10000Mo20303,1
Se10000Sn6667Bi2222,1
Mg10000Rh11905In37619Ce11905,1
O10000Ti2308Te769Pb3077,1
Be10000Mg5000P10000,0
Ga10000Nb3846,0
H10000B7500O17500Sr1250,0
Se10000Mo8824Cs1765,0
O10000Mn3326Nd3465,1
O10000Na1667In1667Te3333,0
O10000Fe6635,1
C10000Co10000Er10000,2
O10000P2857Cs2143Pb714Bi714,0
O10000P1250As1250Rb833Zr1667,1
O10000F4600Mn2500Sr2500La2500,1
Li10000O19139Nb431W4354,1
Si10000Ca5000Cu10000,0
Li10000O40000P10000Mn2000Co6000Ni2000,1
Ga10000Rh3750Yb3750,0
Si10000K1634,1
O10000Cr2000Ni500Sr2500La2500,1
O10000Ga625Ge3125La1875,0
Cl10000K513Nb4000,1
O10000Fe2270Te848Bi2672,1
O10000Ca4444Ti556Mn556Fe2222,1
O10000K1569Mo6339,1
O10000Ca1148Cu2871Sr2871Tl1723,1
O10000Al1667Si833Ca2500Hf1667,1
C10000O30000F10000Ba5000Pb10000,0
Cu10000Ga11043Se49080In18160,1
O10000Na1667Sr5000Sb1667,0
H10000C2581N1290O11613P2581Ga2258,1
O10000Fe3768Ba3768,1
O10000P200V1467Cu3333Bi1667,1
Al10000Dy10000,0
Ge10000Y3717,1
V10000Sb30303Ce10101,1
Li10000Ca20000Ge30000,0
O10000S2222Cu2593Cs1481,0
O10000Er1333Bi5333,1
H10000Li19841N9921,1
Co10000As200000Pd90000,1
Al10000Fe18571U14286,1
O10000Nb87La4899W812,1
B10000O14000F6000Sr2000,0
O10000Ni1667Sr5000In1667,0
C10000O30000F10000Pr10000,0
Li10000Ir10000,0
Mg10000K7449Rb14460In36948,1
F10000Sb741Xe588Cs588Bi435,1
Cu10000Se20812In10000,1
O10000P2778Cs556Ta1111,0
C10000Br50000La30000,0
O10000Mg472Al2122Si2744K33Fe772,1
Ag10000Ce5,1
Li10000O120000P40000Y9000Ce1000,1
Co10000Ge10000Gd1667,0
O10000Ti2353Er3529,1
Se10000Sb3333La2222Tl1111,0
O10000Mg1640Si3333Ca1620Fe73,1
O10000V2500Y2125La375,1
O10000Ni6000Zn4000,1
O10000Fe1818Y1818Ba3636,0
Al10000Ti3580Ni4177,1
F10000Ba1250Tm2500,0
Al10000Ni13810,1
O10000Al4167Eu2500,0
O10000Cl1429Rb4286Mo2857,0
Fe10000Co526Se5263Te5263,1
Li10000B326667C6667Mg156667,1
O10000Si4167K1667Co833,2
In10000Te13333Bi3333,1
N10000Al1800Si4600Ca3333,1
O10000Ti2477Yb3364,1
B10000O30000Nb5000Tl5000,0
N10000Y1818,0
Ca10000Cu26667Sn13333,0
Ni10000Sn5900Yb5900,1
Zr10000Te5000,0
Si10000S40000Cs10000La10000,1
O10000F526Na2237Mn3947Ni1316,1
Li10000B10000O30000K20000,0
Ni10000Sn10000U5000,0
Mg10000Cu45000Ho5000,0
Li10000N6667Mo1667,0
Li10000O12500Te2500,0
Mn10000Rh20000Sb10000,2
Ti10000Ge13333Tb6600,1
K10000Zn35000Ge195000Ba30000,1
B10000O50000Mn14100Ni15900,1
F10000Na1429Zn2857Cd1429,1
O10000Cu4405Sr1468Ba1468Nd1468,1
H10000O48889S11111K12222Np2222,0
B10000O20000Ca5000,0
H10000Li5000O30000Al5000Si7500,1
C10000Ta5000U5000,1
C10000N10000Cl5000K5000Pt2500,0
Cu10000Ga12388Yb1866,1
O10000Sr3571U2143,0
Si10000Co2857U4286,0
Fe10000Ga5000Ge5000Tb1667,1
Zn10000Ba10582Au37619,1
Si10000Sc10000Dy10000,1
O10000Ti3250In101Ba3350,1
O10000Ca1100Mn3333Y100La2133,1
H10000C1111N1111O8333P2222Ni556,0
B10000Sc20000Pd39000Ir21000,1
Cu10000Pd2500U2500,0
Co10000Ga75In350Sb29975,1
P10000Rb15000In5000,0
P10000Cl130000Re20000,0
H10000B2500O5000F7500,0
B10000Hf4000W1000,1
Cu10000Ag800Au9200,1
Ni10000Sn2500Lu2500,0
Ca10000Cu8000Ge12000,1
Al10000Si3099Ru2246Pr1497,1
O10000Na1000As2000Mo1500,1
Ge10000Y5000Gd7500,1
H10000O10000F50000K10000As10000,0
O10000Ca273Cu2874Sr2874Lu1164Tl1408,1
Ga10000Sn5000Ta25000,2
As10000In1864Sn7955I3636,1
Cl10000Sb1667Cs3333,0
I10000Th3333,0
I10000Pt2500,0
Si10000Ca14933Sr1733,1
O10000Mn1200Co1633Ru467La3367,1
O10000Si2857Sm2857,0
Ga10000Pd833Ho3333,0
O10000Ca1333Cr333Mn3000Pr1000Bi1000,1
O10000Na385Si2308Nd3462,1
Al10000Ti1667Mo1667,1
O10000Al5000Ni1250Cd1250,1
O10000F2000Fe2000Co2000Sr4000,1
Mo10000Te20000,0
H10000O12000Na6000Si2000,0
H10000C3103N1034O3793Cl690,1
F10000Zr1500Ag500Cd1500,0
Zn10000Se17857Cd7857,1
As10000Sn10000,0
Mo10000Pt28462,1
O10000Ba3333Tb2667Bi667,1
O10000Ca2010Co2513Nd3015,1
O10000Y1288Zr4034,1
Li10000Si8929S53571Ag7857In17857,1
Ge10000Os10000Th5000,0
Al10000Ge57143Gd28571,1
Cl10000Ti5000,0
C10000O78431Y1176Zr28039,1
Li10000Al5000Rh5000,0
O10000Ca167Ti3333Y3167,1
H10000B20000O100000Mg20000Al30000,1
Co10000Ni10000Te20000,1
O10000Co5833Sb1667,1
Cu10000Yb1524,1
F10000Al2000Yb2000,1
C10000N7500Na2500,0
Ga10000Pr3077Pt2308,1
Na10000P3333S5000Se8333,1
I10000La2500Nd2500,0
O10000Mn819Fe3548Bi2183,1
O10000Mg1325Fe5612Zn580,1
Si10000Fe75000Tm10000,0
O10000Ca632Ti2035Ni1474Ba1333La1544,1
O10000Na800V3200Mo800,1
O10000Sr3333Ru2542,1
P10000Co3333La167,1
B10000O30000Fe7500Ho2408Bi92,1
O10000Mo3529Tl588,0
O10000Cu3750Y3750,0
O10000K909V5455,0
B10000Rh10000Sm2500,0
Ni10000Sb5000Te10000,0
O10000Eu3333Bi3333,1
Ga10000Ba9132Au31096,1
S10000K1963Br17483Re11779,1
S10000Ti2000Cr3000Cu2500,1
Cu10000Ga8519Zr4831,1
O10000Mg250Al750Fe4250Cu1750Zn505,1
Cu10000Tl30,1
Cu10000As10000Eu5000,1
Li10000O40000Co20400,1
Fe10000Co10000Sb40000,1
Si10000S40000Ag9325Pb15000,1
O10000F50000Na20000Nb10000,1
S10000Co306Ni9898As1020Sb9286Bi102,1
S10000Se90000Ag50000Sn50000,1
O10000Al2500Si2500Ag2083Tl417,1
Ge10000I20000Gd20000,0
O10000P2500Co1250Sr2500,0
Rh10000In5680Tb24000,1
Cu10000Sb10000Yb10000,0
O10000Cu250Zn2250Mo2500,1
Br10000Bi3333,0
H10000B1000C2000N5000O3000,0
F10000Mn1667Rb667Cs2667,1
H10000C6000N4667O3333Co667Sm667,0
F10000Si1429Cs4286,0
O10000Cu1626Ba3252Tl3252,1
S10000Ta3333,0
H10000C8889N1111O10000,0
S10000La5000Yb2500,1
O10000Co2833Nb500La3333,1
Pd10000Te10000Bi10000,0
O10000Mn3167La3167,1
Si10000P7692Br558Te2312,1
Fe10000Tb1350Dy3650,1
Na10000In16800,1
O10000P3077Pb2308,0
Mn10000Ga176471Dy58824,1
O10000Cu4622Ba3082La1541,1
C10000Ni100000Dy18333,0
Li10000Si323P1290S8065Br1613,1
B10000Dy5000Os5000,0
O10000Mg725Al4675Fe1850,1
O10000Y667Eu6000,1
H10000Te10000La10000,0
Ni10000Zn8000Ge2000,1
Ni10000Pr5000Bi10000,0
H10000O5000F5000Fe833Ge833,1
Pt10000Au2500U2500,0
Cd10000Tm1667,1
H10000O34276Mg2961P9868Rb3289,1
H10000C2500N5000O9167Ba833Re1667,0
H10000Al3333Sr3333,0
O10000Na2375Ni1312Mo2500,1
O10000Cu2500Bi5000,0
O10000F807Si2223P261Ca1738Mn79Sr37Y29La956Ce1022Pr54Nd91Th112,1
Ni10000Ge10000Lu5000,0
Cu10000Ru15000,1
S10000Se43056La27778,1
B10000Ho2500W2500,0
O10000Co20000Ta40000,0
S10000Fe1250Co1250Rh5000,1
Fe10000Nb5000,0
Si10000S70000Cu10000Y30000,0
Si10000Te30000Bi10000,0
F10000S10000Sr10000Ag10000,0
Mg10000Si32000Pt20000,0
Ge10000Pd1905Ce5952,1
O10000Si3333Ti256Sn856Ba1111,1
Al10000Fe2500Cu2500U1250,1
S10000Fe3750Cu1250Sn2500,1
Sc10000Cu29851Se29851,1
O10000Na1667Ba5000Ta1667,0
O10000S2500K2917Nb417,0
V10000Ni3500Sb10000,1
Ge10000Ag10000Ce7500,0
Li10000O19960Mg80Ti60Mn299Co1198Ni8303,1
Mg10000Ba5000Pb10000,0
O10000S2500Cl2500La2500,0
S10000Ge2143Nd4286,1
Ni10000Zn833Ge5833,1
Pd10000Cd10000Sm10000,0
As10000Nb120000Te150000Tl9800,1
O10000Na833V2500Fe1667Cu833,1
O10000Se3333Br2222Bi2963,1
Eu10000Hg10000,0
Cu10000Ga3889Lu2778,1
O10000Ru2857Tm2857,0
O10000Mg140Si2500Ca58Mn302Fe4500,1
O10000Al3333Sm1333Gd2000,1
Al10000Mn200000Nb90000,1
H10000O11667S1667Cu833Tl1667,0
Li10000O15000Co2500Ru2500,1
As10000Zr50000Sb30000,0
H10000O39305S8576Ca8576,1
Ag10000Sb1628,1
O10000Na917Si3333Ca750Fe1667,1
B10000Rh15000Tb2500,1
O10000Na93Si120Nb5150,1
O10000Fe1860Co619Ga620Sr3093La1031,1
Sr10000Ag11905Ba1905,1
Cl10000Au3333,0
C10000O295856Na3646Al60464Si72133S166Cl807K1547Ca39006,1
S10000Ni5800Rh32,1
Co10000Sn38333Ho11667,0
F10000Na2857Al1429Ni1429,0
P10000S6169Ge27173Te2056,1
O10000Ca3333Te3333,2
As10000Pd5000U5000,0
O10000Ca889Mn3333Sr222La1667Nd556,1
Ni10000Sn5780Er5780,1
O10000Mg25P2500Ca325Mn1638Fe1750Zn12,1
H10000Li5000O30000P10000Fe5000,0
O10000Te2222W1111Th1111,0
O10000Ba2500Tm5000,0
O10000Mg1667Te1667Ba3333,0
O10000Na1667Ca5000Ir1667,0
S10000Cr1429Dy5714,1
O10000Sc875Fe3292Y2500,1
O10000Mg833Si4167Cs1667,0
O10000Mn3333La3000Pb333,1
H10000O151022F2332Na895Mg26089Al1629Si49744K307Ca12166Ti89Mn128Fe5693,1
Li10000O100000Mo80000,0
Li10000O70000Al10000As20000,0
Fe10000Ni172Cu1034Ir5862Pt172,1
S10000Cu1515Se2121Pb2273Bi6061,1
P10000Fe8000Ni2000,1
S10000Y500Cd9500,1
O10000Sr3250Mo3333Ba50,1
Co10000Ge10000Er5000,0
As10000I50000Hg40000,0
Cl10000Mo2000,0
O10000Cl4000In4000Ba6000,0
Si10000Co5714Nb5714,0
H10000O6400Na800P400,1
H10000O10588Al1176P1176Fe588,1
Se10000Rb10000Pt5000,0
Si10000P2658Fe1013Ni32743,1
P10000Cu10000Se30000Cs10000,0
O10000Mn3454Sr259La2753,1
S10000Sr3333Hf3333,0
Li10000O80000Mn40000,0
Ca10000Bi6000,0
H10000O13571K1429Ca714V2857,0
Ca10000In10000Pt10000,0
B10000O33333Ca13333Nd3333,2
O10000Na11667Co3333Rb1667,0
Sc10000Rh12000Sn36000,1
H10000C6667O3333S6667K3333,0
Co10000Hf2609,0
O10000Na417Si2500S833Sm3750,1
O10000Re5000,2
H10000N6667O6667Co1111,0
H10000O11667S833Np1667,0
Te10000Np10000,0
N10000Zr7500,0
O10000Mn4250Fe3250,1
B10000O90000Nd30000W10000,0
Li10000P10000S40000Sr10000,0
S10000Tb5000,0
S10000Cr10000Cu5000Se10000,1
O10000F26111Bi11111,1
H10000C1429N4286O3571Te714,1
S10000Cr5000Fe2500,2
H10000C1000N500O7000S1000Cr500,1
O10000Ni5000Sr1250,0
F10000As1111Xe2222,0
H10000O26846Mg537Al2953Si336Ca6174Ti179Fe6510,1
H10000C2500N833O9167P2500Hg3333,0
Fe10000Ge3448Te6897,1
S10000Cu20000,0
H10000Hf5051,1
F10000Na1111Fe2222Ba1111,0
Ca10000Cu60600In59400,1
H10000C3333N1667O7500,2
Cd10000Nd10000,0
Tl10000Pb10000,1
H10000O8846Cl8077Cu3846Pb4038,1
Y10000Au10000Pb10000,0
O10000Ti2734Er3022,1
Se10000Mo7895In1579,1
Cr10000Fe10202,1
Al10000Y4000Pr1000,1
O10000Mg3333As1667Bi1667,0
H10000O5000F5000Co833Sn833,0
O10000Si2500Rb2500U1250,0
O10000Ti1600Sr3333Hf1733,1
Ni10000Ga4444Ce1111,0
N10000Fe1000Ni19000Mo30000,1
S10000K10000Au10000,0
S10000V5000Ga625Ge625,1
O10000Na4566Ca1775U2112,1
Li10000Br6000I4000,1
H10000C3488N930O233S930Cl930V233Fe465,0
O10000Mg1667K1667Mo2500,0
Cu10000Zn14482,1
N10000Fe10000Ni10000Mo30000,1
Co10000Ni4286Pr2857,1
Gd10000Er5699,1
N10000O2963Al2963Si4444Ba1852Tm1852,1
Sc10000Sb50000U30000,0
Ge10000Au10000Th5000,0
V10000Ga20000Hf15000,0
H10000O40000Ga5000As10000Rb5000,1
S10000Ge1440Nb5000,1
H10000B11800O103100F233Na2467Al26633Si18200Cu3367,1
H10000B34850O90000F10000Na4900Ge10150Ba15000,1
Sr10000Rh13333Sn43333,0
Si10000Zr30120Mo80361,1
O10000Ti3333La500Pb2583,1
O10000Y750Pr5Gd1595Ho25Yb125Ta2500,1
H10000O70000Se10000Mo10000In10000,0
Rh10000I80000Bi70000,0
Si10000Fe63864La5682,1
O10000Mg3207Si3213Fe127,1
O10000Na72Mg1265Al460Si2920Ca1532Ti133Cr2Mn13Fe270,1
F10000Cr1579Sr2632,1
B10000V190000Zr100000,1
O10000Ca3478Ni1739W1739,1
P10000Ti20000Sb10000,0
H10000B20000O40000In3333,0
O10000Mg1492Al910Ti10V10Cr3880Mn20Fe1168,1
Al10000Ti10410Co6925,1
Cu10000Ag3355In13159Te25705,1
O10000Mn200Fe3800Sr4000,1
C10000Si30000Lu50000,0
H10000C140000N10000O140000Rh60000Cs20000,1
Cu10000Se17391Tb8261,1
Ti10000In7857,1
B10000O15000,0
O10000Ca3333Nb1667La1667,1
Si10000I20000Ba30000,0
C10000Nb12685,1
Ti10000Fe100000Co10000Y10000,1
H10000O120000P30000Ca10000V20000,0
O10000Si2500Se2500Ho5000,0
S10000Cu8665Sb3333Hg1335,1
O10000V1667Fe1667Y3333,1
Co10000Ga100In375Sb29975,1
Li10000C10000O280000Si100000Cl70000Ba90000,0
O10000Al571Co5143Y1429Ba1429,1
O10000Mn2429Fe429Sr4286,1
H10000Np3333,0
Al10000Si3333Fe6667,0
Se10000Sr2500La5000,1
O10000Ni1667Ba3333W1667,2
V10000Fe50000Er5000,1
Na10000S20000Cd5000Sn5000,0
S10000V6810,1
Mn10000Co30000Cu10000Sm10000,1
C10000Co30000W30000,0
Fe10000Co2500Er1471,1
S10000Nb3000Mo2000,1
B10000O44729Si13256Cs6589,1
B10000O25000Zn4145Cd5855,1
O10000Si3077Ba1538Nd1538,0
O10000P1471K1176Nb2353,1
O10000Ca30000Sn10000,0
O10000Na2758Si1533P967Zr1392,1
O10000Ce4694Ho408,1
O10000Co2263Dy3333Pt1070,1
F10000Ca836Fe1429Co593Ba1429,1
B10000Co5000Y2500Rh5000,1
Si10000U30000,0
N10000O40000F20000S20000K10000,0
Ga10000Pd3580Ce1235,1
Li10000O240000S60000Cr30000Zn10000,1
O10000Mo1667Tm3333,0
B10000Co10000Ni30000Gd10000,0
O10000F10000Na5000I5000,0
Si10000Ni3333Dy10000,1
Si10000La10000,0
O10000V1333Sr477Bi4190,1
O10000Na3000V5000,1
P10000Y5833Ir14083,1
P10000Cu5000Sm5000,0
O10000K1875Fe3125Ge1875Ba625,1
C10000V8000W2000,1
F10000Mg714Al1429Ca714Ba1429,0
Al10000S20000Cr3350,1
C10000P6905Ce15873,1
Al10000Ti8024Pd6072,1
O10000Fe238Nb3571Tl1429,1
N10000O4286Si5714Cl1429Ce5714,1
Ge10000Se120000Sr40000Y5000Bi35000,1
Be10000Cu10000,0
Cu10000Se30000Sr10000La10000,1
C10000N10000K1667Mn1667Ag5000,0
Rh10000Tb15000,0
Rb10000I50000Nd20000,0
O10000Na833P2500Ba833La1667,1
O10000Fe2768Co923Sr2103Ba1033Bi554,1
Ge10000Er6667Os11667,0
Sn10000Pr3333,0
O10000P2000K1904Ti1890Nb110,1
Li10000P5556S22222Ho2222,0
Ti10000Pd10000,0
S10000Br6667Pb13333,0
Co10000Rb20000I40000,0
Ge10000Sb10000Te50000Ba20000,0
Co10000Ga1667Ge5000,1
O10000Co3356Sr134La3221,1
Ga10000Ho6006,0
S10000Pd15000Tl10000,0
Al10000Ga2500Er6250,1
O10000Na625Al1250Si3750K625,1
O10000Fe3333Y400Bi2933,1
H10000O22500P5000Fe5000,0
B10000Mg833Si1667,0
Fe10000Pt1765,1
S10000Sn1000Pb9000,1
S10000In3333Bi3333,0
O10000Sc284Zr4216Yb758,1
O10000Mg3067Al300Si3067Cr233,1
S10000Ti5000Fe1250Co1250,1
N10000O180000Ba50000Os30000,0
S10000Cu3333Sr3333Er3333,0
Cu10000As3333,0
Sc10000Te10000,0
K10000Se10000Sb3333,0
Al10000Mo956Ho1399,1
Al10000Zn10000Tm10000,0
Ca10000As20000Sr10000Pd20000,1
Li10000O5000S5000Co5000,1
Cu10000Se3536Te5672Ba3683,1
C10000Y30000Tl10000,0
O10000K300Ti4500Nb500,1
O10000Na2857Si2857Zn2857,0
O10000Ge3333Sr1667Eu1111,1
O10000Cr625Fe4375Cu2500,1
C10000N10000Ce10000U10000,1
S10000Rb3077Re4615,0
O10000Cu5000Y1667Ba3333,2
O10000Nb3150Eu1417,1
In10000La2000Ir2000,0
C10000N50000O30000F10000S50000,0
Li10000O120000P30000Zr20000,2
P10000S14390U24390,1
O10000Mg2500Al500Mn4500,1
O10000Mg1111Sr3333Ta2222,0
Rh10000Sb30000I2250,1
O10000P2857Mn943Cu486Ba1429,1
Fe10000Ni10000Y6667,1
Ru10000I120000Gd70000,0
Mg10000Y86957Rh21739In11739,1
Ga10000Te10000I3333,0
P10000Cl80000I10000,0
O10000Ti3333Sr3233Ce67,1
Al10000Co40000Sm10000,1
O10000Ti3636Ga909Bi909,1
S10000K5000Cd2500Sn2500,0
O10000Sr3333Ce3061Yb340,1
S10000Rb5000Nb2500Ag2500,0
B10000Mg4700,1
O10000Mg4300Si2500Fe700,1
O10000Mg357P2500Ca3332Fe71,1
N10000Zn15000,0
O10000Co3333Tb3333,0
Li10000Na10000S20000Co10000,1
O10000Zn9900Gd100,1
O10000P2500K2500Ca2500,1
O10000Fe1667Nb1667Ba250Pb3083,1
Fe10000Sm1176,2
S10000Y5714U1429,1
O10000Mn2500Co5000,1
Cl10000Cu3333Cs3333,0
S10000In1429Sn714La4286,1
O10000Mo1916Tm3831,1
Si10000P40000Mn55000Co45000,1
Mg10000Ni60000Ga60000,0
Rh10000Pb10000,0
O10000Fe1639Sr3279Pb1639Bi1639,1
O10000Se2857Sm2857,0
H10000C15000N15000O5000S15000K5000Pt2500,0
Li10000O70053Mn27513Fe15009,1
C10000Si14872Fe75812Nd8244,1
Pd10000Dy24300,1
O10000V294Mo1176Bi3824,1
Si10000Co10000Ta10000,0
C10000Ce3000U7000,1
O10000Ba2500La5000,0
C10000Sc30000Pb10000,0
Si10000Rh16667,0
Fe10000Ga1111Dy5556,1
Mn10000Te125000Pb115000,1
S10000Cu1150Ta5450,1
O10000Ti3333Sr167Ba3167,1
O10000Mg1683Si3333Fe1650,1
O10000Cl8409Cu4545Sb7955,1
Fe10000Ga1565Ce1361,1
O10000Na2500V2500Mn750Co500Ba1250,1
O10000Na1667V3333Bi1667,1
B10000Co27500Sm7500,0
H10000O55000F15000P15000K10000Mn15000,0
H10000C1765N1176O8529Co392Mo1961,1
Li10000O120000Na10000Fe20000Ge40000,1
H10000O130000Al30000Si30000Ca13700Sr6300,1
O10000Cu2500Ce412Nd4588,1
C10000N30000O20000Ag10000,0
S10000V2000Cd8000,1
O10000Fe1667Sr3333Mo1500W167,1
O10000Mn1667Te1667Pb1667,1
Mg10000Mn10000Ni20000Sb20000,1
O10000Te3846Yb1538,0
H10000O130000Al17400Si30000Ca13800Mn7900Fe4700Sr6200,1
H10000O10000Mn1400Sn1933,1
Li10000O31546Nb10618,1
N10000S13333Cl10000Se3333,0
Sr10000In20000Te40000,2
S10000Ge1200Ag14000I2000,1
Co10000Se11600Sb8400,1
S10000Gd11236,1
O10000Ca712Cu4274Ba2137La1425,1
Li10000O147059P29412K16618Ti29412,1
H10000C2500N5000O3333S2500Zn833Se833,0
Si10000Cl26667,0
O10000K1500Fe500Cu3500As2000,1
Te10000I5000Au5000,0
Li10000O90000P30000Co10000,0
O10000Ca4023Fe3484Co539,1
O10000Zn1667La3333Ir1667,0
Zn10000Lu2172,1
Al10000Fe9514Ge9057,1
Li10000Mg5936Al3108Zn30767,1
O10000P2500V1667Cd1250,1
Sn10000Eu4000Au4000,0
O10000P2500Pr2500,0
B10000O30000Na15000Gd5000,2
Si10000Sr6667,1
O10000Mg370K3704Mo2593,0
S10000Pr5263,0
Si10000Rh24829Sn2415Er6207,1
Ni10000Ga30000La10000,1
O10000V3333In3333,1
H10000O25000Na5000S5000Cd2500,0
H10000O15000P2500Co400Zn3350,1
Si10000Fe22500Ce2500,0
O10000Co3436Ba1718Pr1718,1
K10000Sn3333Au17500,0
O10000Te1111Ba1111W2222,0
F10000Na2500Sm2500,1
Al10000Cl36250Bi40000,1
N10000O5873Ba5291W5291,1
Be10000F25000Rb5000,0
Ge10000Br20000,0
Si10000Nd5000Os10000,0
O10000Ca4000Cr960Ga3040,1
Be10000Ru6667,0
H10000B4286O12857Ca1429,0
O10000Se2500Ce1250,0
O10000Al1067Si2500Ca2500Fe600,1
S10000Ti5000Cu2500,2
Mn10000Sn60606Ce30303,1
O10000Mn3333Sr1867Pr1467,1
S10000Ti5000Ag835,1
H10000O5000Na2500S5000W1250,0
Li10000Ge30000Sr20000,0
Se10000Sb32468Te38701,1
Zn10000Sb32258Sm16129,1
Y10000Pd10000In10000Au10000,1
Cs10000Tl18000,0
O10000Ca1333Mn3333Sr1667Nd333,1
O10000Cu2393La4787,1
B10000C8779Sc4695,1
Rh10000Bi20000,0
Mn10000Zr4000Ce1000,1
C10000Mo5000Nd10000,0
Cr10000Ni204As10204,1
Co10000Mo5400Ta14600,1
O10000Fe1867Sr3117Mo1467,1
Li10000O60000Mg10000S15000,0
B10000Ni40000Sm10000,0
H10000O46667Mg1400Al8370Si8400Ca1150V327Mn5517Cu117As1387,1
Te10000Lu25000Au10000,0
O10000P2609In1739Pb870,1
Li10000Cu9170As10000,1
O10000Rb1667Sn1667I1667,0
O10000S20000Ga10000La10000,0
Mn10000As10000,0
Cu10000Ge10000Se70000La30000,0
H10000C3333N1667O1667S2222Cl556,0
S10000Cu4300Cd1400In4300,1
Cd10000Er3333,0
O10000Na833Mg1417Ca1667Mn250As2500,1
O10000As1250Rb2500U1875,0
F10000K1667Mn1667Rb1667,1
Al10000Si2625Eu2500Au4875,1
O10000Mg1667La2223W1667,1
O10000Cr4500Fe500Co2500,1
O10000Ba4000Re2000,0
Cu10000Ga1362Y2160,1
Al10000Y4500Pd10000Ce5500,1
O10000Na3333Al1275Si2500Cl833Ga1225,1
H10000N343O15751S2146Fe3219,1
O10000Ce500Pr4500,1
O10000Cr3333Y3333,2
O10000K667Mn3333La2667,1
Li10000Na3333Si20000,0
O10000Cl667Nb2000Te2667,0
Al10000Ti2000Ni3060,1
O10000Al4000Si167Mn167Y2292Ce42,1
H10000O10000K20000Br10000,0
Ga10000Y10000Ag10000,1
B10000Ni34533Zr3567,1
O10000Mg967Nb2367Ba767Pb2567,1
Cr10000Co23333Zr16667,1
S10000Sc4500Co2500Ga500,1
H10000Sc10000Ge10000Gd10000,0
O10000Co833Ba2500La833W833Re833,1
H10000O20000S5000Cu5000Zn2500,0
O10000Ca1220Cu3390Ba4429,1
B10000Sc2500Os7500,0
Ge10000Se47297La20270,1
Ca10000Ag10714Sb11905Ce1905,1
S10000Mn3540Ba4000Gd1640,1
O10000Cl10000In10000,0
N10000Co5000Sr12500,0
Ag10000I50000Tl30000,0
F10000Y435Zr1304Ba1739,0
H10000C2500N5000S2500K625Br231I394,1
Nb10000Os20303,1
Mn10000Ni13889In3889,1
O10000Mg667Mn3333Sr433La2233,1
O10000Ti2583Sr3333Zr750,1
H10000C2500N2500O5000Na1250S2500V417,0
O10000S2000V1000Cs3000,0
O10000Zn8824Ho735,1
O10000Y1250Nb1250Te2500,0
O10000Nb1775Sb1300Ta725Bi1200,1
Se10000Nd5000Pb2500,1
Fe10000Nb573Er881,1
O10000Co278Ru1111Ba3333Ta1667,1
C10000Ni29851W59701,1
O10000Ca1933Cu3611Sr2789Pb556,1
O10000Na1875Al2500Si2500K444,1
O10000V3770Zn2510In1225,1
O10000Ge2500Ag12500,0
O10000F833Cr2500Sr4167,0
Ni10000In21413Tb10707,1
Li10000O178571P44643Fe44643,1
O10000Rb5000Ir2917,0
O10000Al2717Ga1450Y1250Gd1250,1
Al10000S30000In10000,0
Br10000Sn5000I20000Cs10000,1
Ge10000Sb18785Te22617,1
O10000Si3333Ca667Fe2667,1
O10000Al1875K1125As2500Sr375,1
O10000Ga1429As2857Ag1429,0
O10000As2857Pd2143Cs1429,0
Si10000W16667,0
C10000N10000Fe1667Sr1667Cs3333,0
S10000Cd1818Sb5455,1
O10000Ca773Cu3150Sr1087Y802Ba2063Hg1167,1
Y10000Ce12222,1
B10000O30000F30000Mg30000,0
O10000P1667Nb1667Tl3333,0
O10000Ti40000Fe20000,2
H10000O30000Zn5000Se10000Br5000Rb5000,0
O10000Ca333Sr3000Y1667Ru1667,1
S10000Ga1667Dy5000,0
O10000Mn3200Zn133Ba827La2507,1
O10000Na3333Si1667U1667,0
Si10000Ti8500V1500Ni10000,1
B10000Ti12350Co27650,1
O10000Mg2892Al3998Cr610,1
Li10000O31250Na417Nb10417,1
Ti10000Mn15000,1
O10000Hf1250W2500,0
As10000Br15000Sn2500Hg15000,0
Al10000Sc500V1000,0
Rh10000In20000Sm10000,0
C10000Cr37050Fe1283,1
O10000Al2253Fe1080Tb3333,1
O10000Ca2000Fe1667La1333Re1667,1
Fe10000Ga877Ce1280,1
Ni10000Cu3158La2632,1
H10000C2000N4000O10000Cu1000,0
O10000Na1367Mg542P2500Mn200Fe1758,1
H10000C3000N1000O6500Mo1250U750,0
N10000U5464,1
Mg10000P10000Ba5000,0
O10000Mg595Al2100Si800Ca1050Ti45Fe2410,1
B10000O100000K20000U25000,0
Ag10000Cd110000Au101111,1
S10000K1667Fe6667Cs1667,1
S10000K12857Fe2857,0
O10000Mg933Nb2400Ba1380Pb1953,1
O10000Cu2000Sr2400La1600Hg1000Pb1000,1
Cl10000Se3333Nb3333,0
Mg10000Rh17500Nd57500,0
Ho10000Ir4000,0
O10000K1533V3333La133Bi1667,1
Li10000S50000Bi30000,1
